State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Madhya Pradesh,Ratlam,76,Children under 5 years who are underweight (weight-for-age)18 (%),28.6,41.9,-13.299999999999997
Madhya Pradesh,Ratlam,77,Children under 5 years who are overweight (weight-for-height)20 (%),1.2,0.8,0.3999999999999999
Madhya Pradesh,Rewa,1,Female population age 6 years and above who ever attended school (%),65.2,64.8,0.4000000000000057
Madhya Pradesh,Rewa,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",954,906,48
Madhya Pradesh,Rewa,15,Women with 10 or more years of schooling (%),23.1,23.1,0
Madhya Pradesh,Rewa,17,Births in the 5 years preceding the survey that are third or higher order (%),5.5,7.1,-1.5999999999999996
Madhya Pradesh,Rewa,20,Any method6 (%),70.7,59.3,11.400000000000006
Madhya Pradesh,Rewa,21,Any modern method6 (%),59.9,51.4,8.5
Madhya Pradesh,Rewa,22,Female sterilization (%),46.7,46.6,0.10000000000000142
Madhya Pradesh,Rewa,23,Male sterilization (%),1.2,1,0.19999999999999996
Madhya Pradesh,Rewa,24,IUD/PPIUD (%),1.3,0.7,0.6000000000000001
Madhya Pradesh,Rewa,25,Pill (%),1.2,0.6,0.6
Madhya Pradesh,Rewa,26,Condom (%),6.4,2.4,4
Madhya Pradesh,Rewa,27,Injectables (%),1,0.2,0.8
Madhya Pradesh,Rewa,28,Total unmet need7 (%),8.8,14.7,-5.899999999999999
Madhya Pradesh,Rewa,29,Unmet need for spacing7 (%),3.8,7,-3.2
Madhya Pradesh,Rewa,30,Health worker ever talked to female non-users about family planning (%),24.2,22.2,2
Madhya Pradesh,Rewa,31,Current users ever told about side effects of current method8 (%),66.3,44.1,22.199999999999996
Madhya Pradesh,Rewa,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,94.5,1.7000000000000028
Madhya Pradesh,Rewa,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.7,53.7,24
Madhya Pradesh,Rewa,42,Institutional births (%),80.4,81.6,-1.1999999999999886
Madhya Pradesh,Rewa,73,Children under 5 years who are stunted (height-for-age)18 (%),37,40.4,-3.3999999999999986
Madhya Pradesh,Rewa,74,Children under 5 years who are wasted (weight-for-height)18 (%),18.7,18,0.6999999999999993
Madhya Pradesh,Rewa,76,Children under 5 years who are underweight (weight-for-age)18 (%),31.5,36.2,-4.700000000000003
Madhya Pradesh,Rewa,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.9,1.9,1
Madhya Pradesh,Sagar,1,Female population age 6 years and above who ever attended school (%),76.4,71.3,5.1000000000000085
Madhya Pradesh,Sagar,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",939,849,90
Madhya Pradesh,Sagar,15,Women with 10 or more years of schooling (%),32.9,22.4,10.5
Madhya Pradesh,Sagar,17,Births in the 5 years preceding the survey that are third or higher order (%),3.2,3.9,-0.6999999999999997
Madhya Pradesh,Sagar,20,Any method6 (%),68.5,49,19.5
Madhya Pradesh,Sagar,21,Any modern method6 (%),60.9,44.4,16.5
Madhya Pradesh,Sagar,22,Female sterilization (%),47.5,39,8.5
Madhya Pradesh,Sagar,23,Male sterilization (%),0.5,0,0.5
Madhya Pradesh,Sagar,24,IUD/PPIUD (%),0.7,0.7,0
Madhya Pradesh,Sagar,25,Pill (%),1.6,1.1,0.5
Madhya Pradesh,Sagar,26,Condom (%),8.1,3.5,4.6
Madhya Pradesh,Sagar,27,Injectables (%),0.1,0,0.1
Madhya Pradesh,Sagar,28,Total unmet need7 (%),8,13.2,-5.199999999999999
Madhya Pradesh,Sagar,29,Unmet need for spacing7 (%),3.6,5.3,-1.6999999999999997
Madhya Pradesh,Sagar,30,Health worker ever talked to female non-users about family planning (%),23,11.9,11.1
Madhya Pradesh,Sagar,31,Current users ever told about side effects of current method8 (%),61.7,21.3,40.400000000000006
Madhya Pradesh,Sagar,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.4,92.7,1.7000000000000028
Madhya Pradesh,Sagar,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.5,45.3,26.200000000000003
Madhya Pradesh,Sagar,42,Institutional births (%),86.9,77.4,9.5
Madhya Pradesh,Sagar,73,Children under 5 years who are stunted (height-for-age)18 (%),42.7,41,1.7000000000000028
Madhya Pradesh,Sagar,74,Children under 5 years who are wasted (weight-for-height)18 (%),15.2,16.9,-1.6999999999999993
Madhya Pradesh,Sagar,76,Children under 5 years who are underweight (weight-for-age)18 (%),35.8,30.5,5.299999999999997
Madhya Pradesh,Sagar,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.3,2,0.2999999999999998
Madhya Pradesh,Satna,1,Female population age 6 years and above who ever attended school (%),71.9,66.5,5.400000000000006
Madhya Pradesh,Satna,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",658,942,-284
Madhya Pradesh,Satna,15,Women with 10 or more years of schooling (%),31.5,25,6.5
Madhya Pradesh,Satna,17,Births in the 5 years preceding the survey that are third or higher order (%),5.7,4.7,1
Madhya Pradesh,Satna,20,Any method6 (%),71.6,54.9,16.699999999999996
Madhya Pradesh,Satna,21,Any modern method6 (%),61.2,49,12.200000000000003
Madhya Pradesh,Satna,22,Female sterilization (%),52.1,42.1,10
Madhya Pradesh,Satna,23,Male sterilization (%),2.4,1.6,0.7999999999999998
Madhya Pradesh,Satna,24,IUD/PPIUD (%),0.7,0.9,-0.20000000000000007
Madhya Pradesh,Satna,25,Pill (%),0.5,0.7,-0.19999999999999996
Madhya Pradesh,Satna,26,Condom (%),3.8,3.3,0.5
Madhya Pradesh,Satna,27,Injectables (%),0.5,0.2,0.3
Madhya Pradesh,Satna,28,Total unmet need7 (%),9.1,14,-4.9
Madhya Pradesh,Satna,29,Unmet need for spacing7 (%),3.4,7.1,-3.6999999999999997
Madhya Pradesh,Satna,30,Health worker ever talked to female non-users about family planning (%),25.8,15.3,10.5
Madhya Pradesh,Satna,31,Current users ever told about side effects of current method8 (%),69.8,22.1,47.699999999999996
Madhya Pradesh,Satna,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),89,91.7,-2.700000000000003
Madhya Pradesh,Satna,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.3,53.9,27.4
Madhya Pradesh,Satna,42,Institutional births (%),85.5,80.4,5.099999999999994
Madhya Pradesh,Satna,73,Children under 5 years who are stunted (height-for-age)18 (%),49.4,41.2,8.199999999999996
Madhya Pradesh,Satna,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.8,26.6,-9.8
Madhya Pradesh,Satna,76,Children under 5 years who are underweight (weight-for-age)18 (%),31.2,39.6,-8.400000000000002
Madhya Pradesh,Satna,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.3,1,1.2999999999999998
Madhya Pradesh,Sehore,1,Female population age 6 years and above who ever attended school (%),68.5,58.2,10.299999999999997
Madhya Pradesh,Sehore,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",824,943,-119
Madhya Pradesh,Sehore,15,Women with 10 or more years of schooling (%),28.2,22.5,5.699999999999999
Madhya Pradesh,Sehore,17,Births in the 5 years preceding the survey that are third or higher order (%),2.1,3.9,-1.7999999999999998
Madhya Pradesh,Sehore,20,Any method6 (%),53.4,55.1,-1.7000000000000028
Madhya Pradesh,Sehore,21,Any modern method6 (%),51.5,54.7,-3.200000000000003
Madhya Pradesh,Sehore,22,Female sterilization (%),34.6,44.5,-9.899999999999999
Madhya Pradesh,Sehore,23,Male sterilization (%),0.4,0.6,-0.19999999999999996
Madhya Pradesh,Sehore,24,IUD/PPIUD (%),0.7,0.2,0.49999999999999994
Madhya Pradesh,Sehore,25,Pill (%),2.9,1.7,1.2
Madhya Pradesh,Sehore,26,Condom (%),11.3,7.6,3.700000000000001
Madhya Pradesh,Sehore,27,Injectables (%),0.8,0,0.8
Madhya Pradesh,Sehore,28,Total unmet need7 (%),14.7,16.2,-1.5
Madhya Pradesh,Sehore,29,Unmet need for spacing7 (%),6.1,6.9,-0.8000000000000007
Madhya Pradesh,Sehore,30,Health worker ever talked to female non-users about family planning (%),14.6,34.4,-19.799999999999997
Madhya Pradesh,Sehore,31,Current users ever told about side effects of current method8 (%),51.5,57.1,-5.600000000000001
Madhya Pradesh,Sehore,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.4,97.9,-2.5
Madhya Pradesh,Sehore,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.4,67.7,6.700000000000003
Madhya Pradesh,Sehore,42,Institutional births (%),94.7,88.3,6.400000000000006
Madhya Pradesh,Sehore,73,Children under 5 years who are stunted (height-for-age)18 (%),21.9,33.6,-11.700000000000003
Madhya Pradesh,Sehore,74,Children under 5 years who are wasted (weight-for-height)18 (%),20.3,27,-6.699999999999999
Madhya Pradesh,Sehore,76,Children under 5 years who are underweight (weight-for-age)18 (%),27.6,39.9,-12.299999999999997
Madhya Pradesh,Sehore,77,Children under 5 years who are overweight (weight-for-height)20 (%),3,1.7,1.3
Madhya Pradesh,Seoni,1,Female population age 6 years and above who ever attended school (%),71.3,68.6,2.700000000000003
Madhya Pradesh,Seoni,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1212,951,261
Madhya Pradesh,Seoni,15,Women with 10 or more years of schooling (%),33,22.2,10.8
Madhya Pradesh,Seoni,17,Births in the 5 years preceding the survey that are third or higher order (%),2.7,3,-0.2999999999999998
Madhya Pradesh,Seoni,20,Any method6 (%),78,70,8
Madhya Pradesh,Seoni,21,Any modern method6 (%),74.5,69.7,4.799999999999997
Madhya Pradesh,Seoni,22,Female sterilization (%),65,66.4,-1.4000000000000057
Madhya Pradesh,Seoni,23,Male sterilization (%),0.4,0.4,0
Madhya Pradesh,Seoni,24,IUD/PPIUD (%),1.3,0.1,1.2
Madhya Pradesh,Seoni,25,Pill (%),0.8,0.8,0
Madhya Pradesh,Seoni,26,Condom (%),4.7,1.8,2.9000000000000004
Madhya Pradesh,Seoni,27,Injectables (%),0.3,0,0.3
Madhya Pradesh,Seoni,28,Total unmet need7 (%),4.4,6.4,-2
Madhya Pradesh,Seoni,29,Unmet need for spacing7 (%),2.9,4.7,-1.8000000000000003
Madhya Pradesh,Seoni,30,Health worker ever talked to female non-users about family planning (%),37,18.9,18.1
Madhya Pradesh,Seoni,31,Current users ever told about side effects of current method8 (%),57.6,18.6,39
Madhya Pradesh,Seoni,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100,98.6,1.4000000000000057
Madhya Pradesh,Seoni,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.4,54.7,38.7
Madhya Pradesh,Seoni,42,Institutional births (%),94.8,85.8,9
Madhya Pradesh,Seoni,73,Children under 5 years who are stunted (height-for-age)18 (%),23.5,34.7,-11.200000000000003
Madhya Pradesh,Seoni,74,Children under 5 years who are wasted (weight-for-height)18 (%),21.1,32.4,-11.299999999999997
Madhya Pradesh,Seoni,76,Children under 5 years who are underweight (weight-for-age)18 (%),31.1,43.8,-12.699999999999996
Madhya Pradesh,Seoni,77,Children under 5 years who are overweight (weight-for-height)20 (%),0,0.4,-0.4
Madhya Pradesh,Shahdol,1,Female population age 6 years and above who ever attended school (%),67.2,59.8,7.400000000000006
Madhya Pradesh,Shahdol,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1032,931,101
Madhya Pradesh,Shahdol,15,Women with 10 or more years of schooling (%),30.7,18.7,12
Madhya Pradesh,Shahdol,17,Births in the 5 years preceding the survey that are third or higher order (%),2.5,1.6,0.8999999999999999
Madhya Pradesh,Shahdol,20,Any method6 (%),64.5,43.5,21
Madhya Pradesh,Shahdol,21,Any modern method6 (%),58.3,43.2,15.099999999999994
Madhya Pradesh,Shahdol,22,Female sterilization (%),47.1,39.9,7.200000000000003
Madhya Pradesh,Shahdol,23,Male sterilization (%),2.6,0.8,1.8
Madhya Pradesh,Shahdol,24,IUD/PPIUD (%),1.7,0.5,1.2
Madhya Pradesh,Shahdol,25,Pill (%),0.5,0.2,0.3
Madhya Pradesh,Shahdol,26,Condom (%),3.2,1.5,1.7000000000000002
Madhya Pradesh,Shahdol,27,Injectables (%),0.2,0.3,-0.09999999999999998
Madhya Pradesh,Shahdol,28,Total unmet need7 (%),9.2,11.3,-2.1000000000000014
Madhya Pradesh,Shahdol,29,Unmet need for spacing7 (%),5.1,5.3,-0.20000000000000018
Madhya Pradesh,Shahdol,30,Health worker ever talked to female non-users about family planning (%),35.3,15.2,20.099999999999998
Madhya Pradesh,Shahdol,31,Current users ever told about side effects of current method8 (%),72.7,26.3,46.400000000000006
Madhya Pradesh,Shahdol,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100,83.3,16.700000000000003
Madhya Pradesh,Shahdol,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.2,35.2,48
Madhya Pradesh,Shahdol,42,Institutional births (%),85.6,71.9,13.699999999999989
Madhya Pradesh,Shahdol,73,Children under 5 years who are stunted (height-for-age)18 (%),44,36.7,7.299999999999997
Madhya Pradesh,Shahdol,74,Children under 5 years who are wasted (weight-for-height)18 (%),20.4,27.8,-7.400000000000002
Madhya Pradesh,Shahdol,76,Children under 5 years who are underweight (weight-for-age)18 (%),39.2,41.2,-2
Madhya Pradesh,Shahdol,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.1,1.5,0.6000000000000001
Madhya Pradesh,Shajapur,1,Female population age 6 years and above who ever attended school (%),62.6,NA,NA
Madhya Pradesh,Shajapur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1012,NA,NA
Madhya Pradesh,Shajapur,15,Women with 10 or more years of schooling (%),19.6,NA,NA
Madhya Pradesh,Shajapur,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,NA,NA
Madhya Pradesh,Shajapur,20,Any method6 (%),78.2,NA,NA
Madhya Pradesh,Shajapur,21,Any modern method6 (%),71.8,NA,NA
Madhya Pradesh,Shajapur,22,Female sterilization (%),53.4,NA,NA
Madhya Pradesh,Shajapur,23,Male sterilization (%),2,NA,NA
Madhya Pradesh,Shajapur,24,IUD/PPIUD (%),1.8,NA,NA
Madhya Pradesh,Shajapur,25,Pill (%),1.9,NA,NA
Madhya Pradesh,Shajapur,26,Condom (%),10.9,NA,NA
Madhya Pradesh,Shajapur,27,Injectables (%),0.9,NA,NA
Madhya Pradesh,Shajapur,28,Total unmet need7 (%),6.1,NA,NA
Madhya Pradesh,Shajapur,29,Unmet need for spacing7 (%),3,NA,NA
Madhya Pradesh,Shajapur,30,Health worker ever talked to female non-users about family planning (%),28.2,NA,NA
Madhya Pradesh,Shajapur,31,Current users ever told about side effects of current method8 (%),75.9,NA,NA
Madhya Pradesh,Shajapur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,NA,NA
Madhya Pradesh,Shajapur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.6,NA,NA
Madhya Pradesh,Shajapur,42,Institutional births (%),98.1,NA,NA
Madhya Pradesh,Shajapur,73,Children under 5 years who are stunted (height-for-age)18 (%),27.8,NA,NA
Madhya Pradesh,Shajapur,74,Children under 5 years who are wasted (weight-for-height)18 (%),23.4,NA,NA
Madhya Pradesh,Shajapur,76,Children under 5 years who are underweight (weight-for-age)18 (%),27.6,NA,NA
Madhya Pradesh,Shajapur,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.5,NA,NA
Madhya Pradesh,Sheopur,1,Female population age 6 years and above who ever attended school (%),53.1,52.1,1
Madhya Pradesh,Sheopur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",974,923,51
Madhya Pradesh,Sheopur,15,Women with 10 or more years of schooling (%),15.9,11.8,4.1
Madhya Pradesh,Sheopur,17,Births in the 5 years preceding the survey that are third or higher order (%),4.1,4.3,-0.20000000000000018
Madhya Pradesh,Sheopur,20,Any method6 (%),67.7,53.2,14.5
Madhya Pradesh,Sheopur,21,Any modern method6 (%),63.5,52.3,11.200000000000003
Madhya Pradesh,Sheopur,22,Female sterilization (%),51.8,47.7,4.099999999999994
Madhya Pradesh,Sheopur,23,Male sterilization (%),0,0,0
Madhya Pradesh,Sheopur,24,IUD/PPIUD (%),0.7,0.1,0.6
Madhya Pradesh,Sheopur,25,Pill (%),2,1.1,0.8999999999999999
Madhya Pradesh,Sheopur,26,Condom (%),7.2,3.2,4
Madhya Pradesh,Sheopur,27,Injectables (%),0.4,0.1,0.30000000000000004
Madhya Pradesh,Sheopur,28,Total unmet need7 (%),9,12.7,-3.6999999999999993
Madhya Pradesh,Sheopur,29,Unmet need for spacing7 (%),5,7.8,-2.8
Madhya Pradesh,Sheopur,30,Health worker ever talked to female non-users about family planning (%),32.5,24.7,7.800000000000001
Madhya Pradesh,Sheopur,31,Current users ever told about side effects of current method8 (%),63.3,29.2,34.099999999999994
Madhya Pradesh,Sheopur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.3,93.2,2.0999999999999943
Madhya Pradesh,Sheopur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),76.2,27.3,48.900000000000006
Madhya Pradesh,Sheopur,42,Institutional births (%),84.2,77.2,7
Madhya Pradesh,Sheopur,73,Children under 5 years who are stunted (height-for-age)18 (%),45.8,52.1,-6.300000000000004
Madhya Pradesh,Sheopur,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.2,28.1,-11.900000000000002
Madhya Pradesh,Sheopur,76,Children under 5 years who are underweight (weight-for-age)18 (%),37.7,55,-17.299999999999997
Madhya Pradesh,Sheopur,77,Children under 5 years who are overweight (weight-for-height)20 (%),1.2,0.7,0.5
Madhya Pradesh,Shivpuri,1,Female population age 6 years and above who ever attended school (%),61.4,55.8,5.600000000000001
Madhya Pradesh,Shivpuri,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",963,1082,-119
Madhya Pradesh,Shivpuri,15,Women with 10 or more years of schooling (%),21.2,14.3,6.899999999999999
Madhya Pradesh,Shivpuri,17,Births in the 5 years preceding the survey that are third or higher order (%),3.7,4.9,-1.2000000000000002
Madhya Pradesh,Shivpuri,20,Any method6 (%),64.3,57.7,6.599999999999994
Madhya Pradesh,Shivpuri,21,Any modern method6 (%),55.5,55.4,0.10000000000000142
Madhya Pradesh,Shivpuri,22,Female sterilization (%),49.1,50.3,-1.1999999999999957
Madhya Pradesh,Shivpuri,23,Male sterilization (%),0,0.1,-0.1
Madhya Pradesh,Shivpuri,24,IUD/PPIUD (%),0.3,0.6,-0.3
Madhya Pradesh,Shivpuri,25,Pill (%),0.3,0.7,-0.39999999999999997
Madhya Pradesh,Shivpuri,26,Condom (%),5.2,3.7,1.5
Madhya Pradesh,Shivpuri,27,Injectables (%),0.3,0,0.3
Madhya Pradesh,Shivpuri,28,Total unmet need7 (%),12.7,12.8,-0.10000000000000142
Madhya Pradesh,Shivpuri,29,Unmet need for spacing7 (%),7.7,6,1.7000000000000002
Madhya Pradesh,Shivpuri,30,Health worker ever talked to female non-users about family planning (%),31.5,32.1,-0.6000000000000014
Madhya Pradesh,Shivpuri,31,Current users ever told about side effects of current method8 (%),54.1,59.2,-5.100000000000001
Madhya Pradesh,Shivpuri,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.4,94.1,1.3000000000000114
Madhya Pradesh,Shivpuri,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.1,61.9,26.199999999999996
Madhya Pradesh,Shivpuri,42,Institutional births (%),94.5,86.9,7.599999999999994
Madhya Pradesh,Shivpuri,73,Children under 5 years who are stunted (height-for-age)18 (%),39.2,48.6,-9.399999999999999
Madhya Pradesh,Shivpuri,74,Children under 5 years who are wasted (weight-for-height)18 (%),18.4,25.8,-7.400000000000002
Madhya Pradesh,Shivpuri,76,Children under 5 years who are underweight (weight-for-age)18 (%),36.1,49.6,-13.5
Madhya Pradesh,Shivpuri,77,Children under 5 years who are overweight (weight-for-height)20 (%),0,0.7,-0.7
Madhya Pradesh,Sidhi,1,Female population age 6 years and above who ever attended school (%),66.7,62.8,3.9000000000000057
Madhya Pradesh,Sidhi,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",763,890,-127
Madhya Pradesh,Sidhi,15,Women with 10 or more years of schooling (%),27.1,19,8.100000000000001
Madhya Pradesh,Sidhi,17,Births in the 5 years preceding the survey that are third or higher order (%),3,4.7,-1.7000000000000002
Madhya Pradesh,Sidhi,20,Any method6 (%),71.7,32.5,39.2
Madhya Pradesh,Sidhi,21,Any modern method6 (%),58.6,31.9,26.700000000000003
Madhya Pradesh,Sidhi,22,Female sterilization (%),41.9,29.9,12
Madhya Pradesh,Sidhi,23,Male sterilization (%),2.7,0.4,2.3000000000000003
Madhya Pradesh,Sidhi,24,IUD/PPIUD (%),2.5,0.2,2.3
Madhya Pradesh,Sidhi,25,Pill (%),0.9,0.3,0.6000000000000001
Madhya Pradesh,Sidhi,26,Condom (%),6.6,0.9,5.699999999999999
Madhya Pradesh,Sidhi,27,Injectables (%),0.6,0.1,0.5
Madhya Pradesh,Sidhi,28,Total unmet need7 (%),6.4,19.3,-12.9
Madhya Pradesh,Sidhi,29,Unmet need for spacing7 (%),2.3,7.7,-5.4
Madhya Pradesh,Sidhi,30,Health worker ever talked to female non-users about family planning (%),25.7,13.4,12.299999999999999
Madhya Pradesh,Sidhi,31,Current users ever told about side effects of current method8 (%),79.8,20,59.8
Madhya Pradesh,Sidhi,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,79.9,17.799999999999997
Madhya Pradesh,Sidhi,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.7,25.1,54.6
Madhya Pradesh,Sidhi,42,Institutional births (%),83.8,60.8,23
Madhya Pradesh,Sidhi,73,Children under 5 years who are stunted (height-for-age)18 (%),39.1,48.7,-9.600000000000001
Madhya Pradesh,Sidhi,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.6,24.9,-8.299999999999997
Madhya Pradesh,Sidhi,76,Children under 5 years who are underweight (weight-for-age)18 (%),32.8,43.9,-11.100000000000001
Madhya Pradesh,Sidhi,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.5,3.2,-0.7000000000000002
Madhya Pradesh,Singrauli,1,Female population age 6 years and above who ever attended school (%),60.9,58.3,2.6000000000000014
Madhya Pradesh,Singrauli,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",884,958,-74
Madhya Pradesh,Singrauli,15,Women with 10 or more years of schooling (%),29.9,20.2,9.7
Madhya Pradesh,Singrauli,17,Births in the 5 years preceding the survey that are third or higher order (%),4.2,3.8,0.40000000000000036
Madhya Pradesh,Singrauli,20,Any method6 (%),58.1,37.1,21
Madhya Pradesh,Singrauli,21,Any modern method6 (%),50,34.8,15.200000000000003
Madhya Pradesh,Singrauli,22,Female sterilization (%),42.1,31.7,10.400000000000002
Madhya Pradesh,Singrauli,23,Male sterilization (%),1.6,0.5,1.1
Madhya Pradesh,Singrauli,24,IUD/PPIUD (%),1.8,0.2,1.6
Madhya Pradesh,Singrauli,25,Pill (%),0.2,0.4,-0.2
Madhya Pradesh,Singrauli,26,Condom (%),1.2,1.9,-0.7
Madhya Pradesh,Singrauli,27,Injectables (%),0,0,0
Madhya Pradesh,Singrauli,28,Total unmet need7 (%),12.5,16,-3.5
Madhya Pradesh,Singrauli,29,Unmet need for spacing7 (%),5.2,7.1,-1.8999999999999995
Madhya Pradesh,Singrauli,30,Health worker ever talked to female non-users about family planning (%),38.9,19.2,19.7
Madhya Pradesh,Singrauli,31,Current users ever told about side effects of current method8 (%),77.9,23.2,54.7
Madhya Pradesh,Singrauli,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.3,75.1,22.200000000000003
Madhya Pradesh,Singrauli,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.2,32.4,39.800000000000004
Madhya Pradesh,Singrauli,42,Institutional births (%),69.9,43.5,26.400000000000006
Madhya Pradesh,Singrauli,73,Children under 5 years who are stunted (height-for-age)18 (%),37.3,33,4.299999999999997
Madhya Pradesh,Singrauli,74,Children under 5 years who are wasted (weight-for-height)18 (%),25.2,34,-8.8
Madhya Pradesh,Singrauli,76,Children under 5 years who are underweight (weight-for-age)18 (%),36,37.5,-1.5
Madhya Pradesh,Singrauli,77,Children under 5 years who are overweight (weight-for-height)20 (%),0.9,2.1,-1.2000000000000002
Madhya Pradesh,Tikamgarh,1,Female population age 6 years and above who ever attended school (%),66.8,58.6,8.199999999999996
Madhya Pradesh,Tikamgarh,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1105,873,232
Madhya Pradesh,Tikamgarh,15,Women with 10 or more years of schooling (%),25.8,13.8,12
Madhya Pradesh,Tikamgarh,17,Births in the 5 years preceding the survey that are third or higher order (%),2.2,4.9,-2.7
Madhya Pradesh,Tikamgarh,20,Any method6 (%),76.2,48.5,27.700000000000003
Madhya Pradesh,Tikamgarh,21,Any modern method6 (%),71,46.6,24.4
Madhya Pradesh,Tikamgarh,22,Female sterilization (%),66,42.6,23.4
Madhya Pradesh,Tikamgarh,23,Male sterilization (%),0,0.1,-0.1
Madhya Pradesh,Tikamgarh,24,IUD/PPIUD (%),0.2,0,0.2
Madhya Pradesh,Tikamgarh,25,Pill (%),0.8,0.6,0.20000000000000007
Madhya Pradesh,Tikamgarh,26,Condom (%),3.7,3,0.7000000000000002
Madhya Pradesh,Tikamgarh,27,Injectables (%),0.2,0.1,0.1
Madhya Pradesh,Tikamgarh,28,Total unmet need7 (%),4.1,13.6,-9.5
Madhya Pradesh,Tikamgarh,29,Unmet need for spacing7 (%),2.6,5.6,-2.9999999999999996
Madhya Pradesh,Tikamgarh,30,Health worker ever talked to female non-users about family planning (%),42.8,8.2,34.599999999999994
Madhya Pradesh,Tikamgarh,31,Current users ever told about side effects of current method8 (%),69,21.1,47.9
Madhya Pradesh,Tikamgarh,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,85.5,14
Madhya Pradesh,Tikamgarh,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.9,43.8,43.10000000000001
Madhya Pradesh,Tikamgarh,42,Institutional births (%),89.8,80.5,9.299999999999997
Madhya Pradesh,Tikamgarh,73,Children under 5 years who are stunted (height-for-age)18 (%),27.5,49.7,-22.200000000000003
Madhya Pradesh,Tikamgarh,74,Children under 5 years who are wasted (weight-for-height)18 (%),19.7,19.2,0.5
Madhya Pradesh,Tikamgarh,76,Children under 5 years who are underweight (weight-for-age)18 (%),34.9,43.3,-8.399999999999999
Madhya Pradesh,Tikamgarh,77,Children under 5 years who are overweight (weight-for-height)20 (%),0,0.5,-0.5
Madhya Pradesh,Ujjain,1,Female population age 6 years and above who ever attended school (%),68.9,63.9,5.000000000000007
Madhya Pradesh,Ujjain,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",958,1062,-104
Madhya Pradesh,Ujjain,15,Women with 10 or more years of schooling (%),29,20.7,8.3
Madhya Pradesh,Ujjain,17,Births in the 5 years preceding the survey that are third or higher order (%),1.6,2.3,-0.6999999999999997
Madhya Pradesh,Ujjain,20,Any method6 (%),75.4,35.1,40.300000000000004
Madhya Pradesh,Ujjain,21,Any modern method6 (%),72.9,34.6,38.300000000000004
